framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,65536,128,0.5886994446576356
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,65536,256,0.5648930858032797
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,65536,20.629114064143373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,65536,38.31204703928908
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,51200,29.731585143419935
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,51200,16.10821369936684
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,16384,9.289230896006115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,16384,5.057178549455701
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,16384,8.110464913504462
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,12288,6.8984297152076435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,12288,3.8189008547157313
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,65536,51200,32.242728097098215
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,10240,5.991905094605311
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,10240,3.1126037322393825
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,10240,5.1940913609095976
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,8192,4.6486935586959115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,8192,2.444873421305402
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,12288,6.180343191964287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,7168,4.069267381236412
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,7168,2.1375353437111935
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,8192,4.16468505859375
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,6144,3.373812189404632
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,6144,1.7718212409626348
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,7168,3.5991679600306923
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,5120,2.773453007399445
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,5120,1.4578221182237394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,6144,3.117942374093192
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,4096,2.202227672936499
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,4096,1.24198172927107
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,4096,2.0398747035435267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,5120,2.6261302403041293
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,3584,1.0180229288408726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,3584,1.9458958777406883
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,3072,1.6321521895791373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,3072,0.8921371319288479
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,3072,1.1505252293178014
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,2560,1.238887314041037
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,2560,0.8060717129929198
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,3584,1.6418175833565847
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,2048,0.9974182470588641
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,2048,0.6743421843205164
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,2560,0.9595716203962051
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,1536,0.7799765316387106
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,1536,0.5063497557837345
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,2048,0.8029687064034599
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,1024,0.5721605277448101
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,1024,0.4627736750723712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,1024,0.6858157566615514
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,768,0.4294463178965784
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,768,0.277642114763457
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,1536,0.6920306069510326
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,512,0.36957617088943756
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,512,0.24674733795488185
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,512,0.5113090489682595
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,256,0.23258535832455998
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,256,0.2025047085133622
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,768,0.5150285663026751
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,128,0.19768739181368264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,128,0.19042130120791095
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,128,0.5181449529773368
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,51200,25.340131487165188
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,256,0.5091945139512757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,64,0.1823010402744984
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,64,0.1940247316770559
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,51200,32,0.18616707541725852
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,51200,32,0.19316712581750117
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,65536,7.133365756709006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,65536,11.829392710857382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,51200,9.197908268000411
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,51200,5.607869752667252
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,16384,2.9015247134743234
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,16384,1.7273764730042065
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,16384,1.7284100123814174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,12288,2.1046439279925417
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,12288,1.3070757075505268
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,12288,1.293875231061663
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,10240,1.8031772363378973
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,10240,1.064556701689599
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,10240,1.0975127083914624
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,8192,1.4292871714863598
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,8192,0.9119633992513021
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,51200,65536,33.587067522321426
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,7168,1.1617438573320935
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,7168,0.7835657623354543
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,8192,0.7838071005684991
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,6144,1.0183974034674894
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,6144,0.6890696807636778
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,7168,0.6588274274553572
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,5120,0.783902933175316
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,5120,0.5422820888020748
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,51200,5.223177228655134
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,4096,0.6013244992210751
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,4096,0.43241675991270645
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,5120,0.4673339298793249
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,6144,0.5334647042410714
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,3584,0.3868506896835883
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,3584,0.5486848917796929
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,3072,0.4726535902584667
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,3072,0.3386262613289669
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,4096,0.39474285670689174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,2560,0.3936438136384028
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,2560,0.29038022558596144
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,3072,0.29970103672572546
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,2048,0.32818711364052944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,2048,0.2630692674074509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,3584,0.34680273873465406
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,2560,0.2918505259922573
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,1536,0.25708583159588694
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,1536,0.22577823102827954
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,1024,0.1816427906870209
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,1024,0.2054042631065252
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,1024,0.21394696916852682
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,768,0.14876475638154965
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,768,0.09850452863422775
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,1536,0.22027383531842915
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,512,0.10952777252144573
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,512,0.08821583190031008
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,768,0.1506272980661103
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,256,0.07573370294334068
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,512,0.14790077288914585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,256,0.07351051376262337
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,128,0.06567344311285227
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,128,0.06831105681136643
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,2048,0.2561293738228934
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,64,0.0606796660384377
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,64,0.06786884855794849
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,16384,32,0.060957093672318864
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,128,0.15371234303590486
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,16384,32,0.06739549347848604
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,256,0.14628858192946265
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,65536,5.661543541269453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,65536,8.895267060707766
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,51200,6.853374101154272
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,51200,4.3205665509257525
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,16384,2.130852910791419
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,16384,1.386460545284509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,16384,1.2325120108468193
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,12288,1.5926024129509808
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,12288,1.093555181541865
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,16384,65536,8.031651088169642
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,10240,1.2966058641084786
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,10240,0.8871275490522726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,12288,0.8971766880580357
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,8192,1.0458094689356559
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,8192,0.7973933192185572
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,10240,0.7561165945870538
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,7168,0.8544826091649522
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,7168,0.6080753292475911
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,8192,0.5279775891985212
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,6144,0.7135907745592482
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,6144,0.5435912962037145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,6144,0.40646035330636165
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,5120,0.5892808141484206
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,5120,0.4466431683665318
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,7168,0.4869824000767299
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,4096,0.4749059873531145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,4096,0.3497357294619309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,5120,0.361066518511091
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,3584,0.41908722540055915
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,3584,0.31360440095876
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,4096,0.30749165671212336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,3072,0.3622157547434708
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,3072,0.271187860173091
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,3584,0.27288684844970695
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,32768,12288,2560,0.3057981483475354
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,32768,12288,51200,3.706508091517857
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,32768,12288,2560,0.24913220884787235
