framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,5120,fp8,0.012736878562778059
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,3072,fp8,0.010537392525757519
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,3584,fp8,0.011236682666767205
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,2048,fp8,0.011943014845092267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,2560,fp8,0.011405925465162942
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,1024,fp8,0.01042682409721058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,1536,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,512,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,768,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,256,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,128,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,64,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,32,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,16384,fp8,0.013577948803159628
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,12288,fp8,0.012582125146136559
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,10240,fp8,0.012736878562778059
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,8192,65536,fp8,0.1237053377141492
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,8192,fp8,0.011526258838012598
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,7168,fp8,0.011236682666767205
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,5120,fp8,0.011405925465162942
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,6144,fp8,0.010537392525757519
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,4096,65536,fp8,0.06388544128932984
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,4096,fp8,0.011943014845092267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,3584,fp8,0.010961935679716156
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,3072,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,2560,fp8,0.010349845532650151
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,2048,fp8,0.01042682409721058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,1536,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,512,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,768,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,1024,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,128,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,64,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,256,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,32,fp8,0.008445812460835382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,16384,fp8,0.011526258838012598
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,12288,fp8,0.010537392525757519
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,10240,fp8,0.011405925465162942
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,8192,fp8,0.011943014845092267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,7168,fp8,0.010961935679716156
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,6144,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,4096,fp8,0.01042682409721058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,3584,fp8,0.010458494665763521
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,3072,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,2560,fp8,0.010210929042842827
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,2048,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,1536,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,1024,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,768,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,512,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,256,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,128,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,2048,65536,fp8,0.026385208262449736
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,5120,fp8,0.010349845532650151
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,64,fp8,0.008445812460835382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,32,fp8,0.007813423359892298
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,12288,fp8,0.011642118007756639
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,10240,fp8,0.011792305328545274
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,16384,fp8,0.010537392525757519
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,8192,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,7168,fp8,0.011578738042714717
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,6144,fp8,0.011062541500603162
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,5120,fp8,0.010357448599514152
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,4096,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,3584,fp8,0.01098348718677861
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,1024,65536,fp8,0.017965416707186037
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,3072,fp8,0.009823034445582522
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,2560,fp8,0.009845553332827368
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,2048,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,1536,fp8,0.009085412090433944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,768,fp8,0.009204009439615133
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,1024,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,512,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,256,fp8,0.00938562940179726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,128,fp8,0.008171026254086078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,64,fp8,0.008475025230126648
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,32,fp8,0.008383761462848815
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,12288,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,16384,fp8,0.011943014845092267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,8192,fp8,0.01042682409721058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,10240,fp8,0.010349845532650151
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,7168,fp8,0.010458494665763521
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,6144,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,768,65536,fp8,0.015987647604145682
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,5120,fp8,0.010210929042842827
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,4096,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,3584,fp8,0.009293786870838016
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,3072,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,2560,fp8,0.00922055281786892
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,2048,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,1536,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,1024,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,768,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,512,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,256,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,128,fp8,0.008445812460835382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,64,fp8,0.007813423359892298
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,32,fp8,0.008006751883125784
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,12288,fp8,0.011062541500603162
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,16384,fp8,0.010834749171878289
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,10240,fp8,0.010357448599514152
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,8192,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,512,65536,fp8,0.013577948803159628
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,7168,fp8,0.01098348718677861
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,5120,fp8,0.009845553332827368
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,6144,fp8,0.009823034445582522
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,4096,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,3584,fp8,0.009256543913049078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,3072,fp8,0.009085412090433944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,2560,fp8,0.009606079856515237
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,2048,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,1536,fp8,0.009204009439615133
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,1024,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,768,fp8,0.009423581992493093
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,512,fp8,0.00938562940179726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,256,fp8,0.008171026254086078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,128,fp8,0.008475025230126648
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,64,fp8,0.008383761462848815
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,32,fp8,0.008214775186344081
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,16384,fp8,0.01042682409721058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,384,65536,fp8,0.012582125146136559
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,12288,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,10240,fp8,0.010210929042842827
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,8192,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,7168,fp8,0.009293786870838016
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,6144,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,5120,fp8,0.00922055281786892
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,4096,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,3584,fp8,0.009544043873990975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,3072,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,2560,fp8,0.009237720979491442
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,2048,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,1536,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,1024,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,768,fp8,0.00938562940179726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,512,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,256,fp8,0.008445812460835382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,128,fp8,0.007813423359892298
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,64,fp8,0.008006751883125784
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,32,fp8,0.008134238964407136
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,16384,fp8,0.011082630305979944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,12288,fp8,0.009823034445582522
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,256,65536,fp8,0.011526258838012598
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,10240,fp8,0.009845553332827368
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,8192,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,7168,fp8,0.009256543913049078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,6144,fp8,0.009085412090433944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,5120,fp8,0.009606079856515237
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,4096,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,3584,fp8,0.00934898741684974
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,3072,fp8,0.009204009439615133
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,2560,fp8,0.00988511830902684
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,2048,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,1536,fp8,0.009423581992493093
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,1024,fp8,0.00938562940179726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,768,fp8,0.009133086910307831
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,512,fp8,0.008171026254086078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,256,fp8,0.008475025230126648
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,128,fp8,0.008383761462848815
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,64,fp8,0.008214775186344081
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,32,fp8,0.00777579354885571
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,16384,fp8,0.010210929042842827
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,192,65536,fp8,0.010537392525757519
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,12288,fp8,0.009845553332827368
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,10240,fp8,0.009821332810385597
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,8192,fp8,0.00922055281786892
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,7168,fp8,0.008824948164877592
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,5120,fp8,0.008298053987072682
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,6144,fp8,0.009606079856515237
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,4096,fp8,0.009237720979491442
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,3584,fp8,0.009373581903850342
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,3072,fp8,0.00988511830902684
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,2560,fp8,0.008119577082409039
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,2048,fp8,0.008195026414077515
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,1536,fp8,0.00830502389036766
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,1024,fp8,0.009247779646148
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,768,fp8,0.008609867479643405
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,512,fp8,0.008590626459617343
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,256,fp8,0.007802581766755744
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,128,fp8,0.00817601505903975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,64,fp8,0.007837617829799973
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,32,fp8,0.007914625896292785
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,160,65536,fp8,0.011405925465162942
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,16384,fp8,0.009097353534937725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,12288,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,10240,fp8,0.00922055281786892
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,8192,fp8,0.009605566523905814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,7168,fp8,0.009544043873990975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,6144,fp8,0.009677590605861307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,5120,fp8,0.009237720979491442
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,4096,fp8,0.009880498639287947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,3584,fp8,0.010094707553902347
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,3072,fp8,0.007891542186437757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,2560,fp8,0.008195026414077515
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,2048,fp8,0.008225508423730099
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,1536,fp8,0.00938562940179726
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,1024,fp8,0.008784426429512115
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,768,fp8,0.008171026254086078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,512,fp8,0.008445812460835382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,256,fp8,0.007813423359892298
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,128,fp8,0.008006751883125784
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,64,fp8,0.008134238964407136
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,32,fp8,0.00780893223335734
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,128,65536,fp8,0.011943014845092267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,96,16384,fp8,0.00970847350892987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,96,12288,fp8,0.009085412090433944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,96,10240,fp8,0.009606079856515237
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,compute_scale,torch_ops,96,8192,fp8,0.009677590605861307
