framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,16,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,16,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,16,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,128,0.0025540334060700884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,64,0.002153543914984939
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,32,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,128,0.002747802750435736
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,64,0.002602228545184789
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,48,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,128,0.0033891387931545922
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,64,0.0026928498172663537
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,64,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,128,0.003595550061577337
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,64,0.0027601039718104592
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,80,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,128,0.003568117560923747
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,64,0.0028246219354994204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,32,0.0020240072459055203
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,8,0.0020000406248708645
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,96,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,128,0.0036623447787092183
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,64,0.0029636208790749198
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,32,0.0026421967168321035
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,16,0.002076212198786448
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,4,0.0020203187867850474
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,8,0.0020451588391062624
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,2,0.002084180439022019
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,128,1,0.0021435648516151475
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,128,0.0041220190117790675
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,64,0.0031729009838300554
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1,128,0.0023672153723650886
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,32,0.0027557388521188384
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,16,0.0022398187781286637
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,8,0.00214560956574465
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,4,0.0022058613364602225
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,2,0.002166779733679655
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,160,1,0.002237588675405943
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,64,0.003320677721377405
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,128,0.004346627387940828
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,32,0.0030193364376503973
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,16,0.0023334834809269497
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,8,0.0024113968065405927
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,2,0.0022935495354720814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,4,0.0022719095551254963
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,192,1,0.0023003771260311635
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,128,0.0047976725069015244
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,64,0.003654449388783295
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,32,0.0035568722122227086
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,16,0.0026092431157741535
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,8,0.0029034235198347382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,4,0.0024463481791427177
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,1,0.00249841001317638
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,256,2,0.0025660518549487465
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,128,0.005271283012130104
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,64,0.0040008901673727814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,16,0.00327469429319747
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,32,0.0038875793318953475
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,8,0.0029495233476670144
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,4,0.002699519455264294
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,1,0.00282575120252862
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,320,2,0.0027664120525075905
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,128,0.006590469495579152
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,64,0.0046136341223606174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,16,0.0029033273037839527
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,32,0.0042426289905192986
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,8,0.0031027690767485515
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,4,0.0029744261457977377
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,2,0.002982695687987985
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,384,1,0.0030568784038040664
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,128,0.008070611461264067
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,64,0.00638736532308059
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,32,0.004974865295805257
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,8,0.003571740333621223
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,16,0.0035359193222625055
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,2,0.0034422692936927914
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,4,0.00354175518409353
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,512,1,0.0033704311847619745
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,128,0.010222938305681193
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,64,0.007944931542801272
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,32,0.006342091867599468
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,16,0.00481629063419779
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,8,0.00515315322769036
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,4,0.004451693415889797
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,2,0.004565046681601521
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,768,1,0.004152747385325988
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,128,0.0125074284417288
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,64,0.009640228748321487
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,32,0.007782399654388343
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,16,0.006104601237560017
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,8,0.00673645734786983
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,4,0.005427200027874514
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,1,0.0050175998892102855
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1024,2,0.005708800043378514
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,64,0.013205468959090923
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,32,0.010172900766263095
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,128,0.018225812675661146
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,16,0.008689453502064145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,8,0.00932928872453379
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,4,0.007214962277528079
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,2,0.007353251597804033
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,1536,1,0.006755536125267429
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,32,0.012679011851017398
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,128,0.02394426040237773
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,64,0.016819064388731212
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,16,0.011278516259404332
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,8,0.011945081162660642
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,4,0.009061295788562585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,2,0.009105227990767878
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,2048,1,0.008534177369622756
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,128,0.035321917901772186
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,32,0.01804559678230171
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,64,0.02432407494105678
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,16,0.0164609303514303
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,8,0.01702069694851463
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,4,0.013048875306803225
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,1,0.012146231479377356
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,3072,2,0.01267264431036548
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,32,0.024010225734906257
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,64,0.032364604792205966
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,128,0.04656685066268056
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,16,0.021645513643816842
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,8,0.0217413841163796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,4,0.017605160956796075
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,2,0.01622699570232605
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,4096,1,0.015812931654313488
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,32,0.03594212949248357
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,64,0.048449255705484987
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,128,0.06905816511044091
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,16,0.03201686963678751
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,8,0.031260341696376294
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,2,0.023385874045472738
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,1,0.02315814418529397
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,6144,4,0.026739446302098027
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,32,0.047875404128349806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,64,0.0645357674078612
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,16,0.04238932671506557
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,8,0.04081563294234907
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,4,0.03588539376620372
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,128,0.09155021297922908
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,2,0.030568389239610274
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_pre,default,bfloat16,8192,1,0.030509151146726084
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,128,0.0023761453953655997
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,64,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,32,0.0023342544382268728
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,16,0.0023039999333294907
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,8,0.0020561453970995634
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,1,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,128,0.0023786977430130542
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,64,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,32,0.002364467004225958
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,16,0.002350413899300353
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,8,0.002223319013032787
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,2,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,128,0.0023708810829895567
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,64,0.002288562238794377
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,32,0.0023610507422161127
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,16,0.002372041948468287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,8,0.002366009115288681
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,4,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,128,0.0023887940933036557
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,64,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,32,0.002340905760926741
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,16,0.0022199830705978696
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,8,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,128,0.0024342993005064804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,64,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,16,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,8,0.002032284711162042
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,4,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,2,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,16,1,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,mla_gen_post,default,bfloat16,32,128,0.002532769140617665
