framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,topk,num_experts,moe_ep_size,distribution,latency
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,8,7168,8,256,4,balanced,0.0117888003587722
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,8,7168,8,256,4,balanced,0.0127424001693725
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.0125568002462387
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.0106335997581481
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.0130048006772995
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.0120480000972747
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.011251199990510902
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.0128672003746032
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.0160416007041931
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,16,7168,8,256,4,balanced,0.0118400000035762
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,16,7168,8,256,4,balanced,0.012166400253772698
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,16,7168,8,256,4,balanced,0.0128416001796722
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.012585599720478
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.0123680002987384
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.0133312001824378
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.0120768003165721
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.012003199756145402
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.014300799369812
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.0176640003919601
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,32,7168,8,256,4,balanced,0.0126240000128746
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,32,7168,8,256,4,balanced,0.0148320004343986
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,32,7168,8,256,4,balanced,0.0133727997541427
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.0125663995742797
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.0115904003381729
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.0145503997802734
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.0125791996717453
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.0126911997795104
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.0138111993670463
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.0169119998812675
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,48,7168,8,256,4,balanced,0.012666595022450983
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,48,7168,8,256,4,balanced,0.013903556722190426
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,48,7168,8,256,4,balanced,0.014173677587553259
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.012598359621005846
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.01157972867967414
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.014624875429401019
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.012647282116865366
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.011971629723810178
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.014338536209231686
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.01749690734139637
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,64,7168,8,256,4,balanced,0.0126880005002021
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,64,7168,8,256,4,balanced,0.0134816005825996
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,64,7168,8,256,4,balanced,0.0146111994981765
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.0126144006848335
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.011574400216341
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.0146623998880386
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.0126816004514694
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.0116415999829769
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.0146175995469093
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.0178047999739646
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,80,7168,8,256,4,balanced,0.012716756757666828
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,80,7168,8,256,4,balanced,0.014668973577469643
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,80,7168,8,256,4,balanced,0.01604995489232842
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.012715615788760846
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.012295768228188727
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.01594433537763805
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.012752376229732123
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.012211793235217748
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.01584811705955112
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.019520600670191925
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,96,7168,8,256,4,balanced,0.0127360001206398
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,96,7168,8,256,4,balanced,0.015583999454975099
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,96,7168,8,256,4,balanced,0.0171775996685028
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.012783999741077398
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.0128288000822067
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.0169312000274658
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.0128000006079673
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.0126240000128746
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.0167904004454612
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.0208608001470565
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,128,7168,8,256,4,balanced,0.0130303993821144
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,128,7168,8,256,4,balanced,0.0162752002477645
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,128,7168,8,256,4,balanced,0.0187296003103256
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.0129920005798339
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.0131968006491661
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.0184128001332283
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.0128767997026443
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.0126175999641418
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.0181951999664306
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.0218176007270812
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,160,7168,8,256,4,balanced,0.012703999876976
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,160,7168,8,256,4,balanced,0.0176448002457618
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,160,7168,8,256,4,balanced,0.0206816002726554
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.0134816005825996
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.0147008001804351
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.0206816002726554
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.0129984006285667
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.0146911993622779
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.0209631994366645
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.0257375985383987
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,192,7168,8,256,4,balanced,0.0128095999360084
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,192,7168,8,256,4,balanced,0.0190111994743347
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,192,7168,8,256,4,balanced,0.022188800573349
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.0125407993793487
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.0150879994034767
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.0225088000297546
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.0126240000128746
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.015097600221633898
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.0221824005246162
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.0250784009695053
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,256,7168,8,256,4,balanced,0.012611199915409
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,256,7168,8,256,4,balanced,0.0213088005781173
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,256,7168,8,256,4,balanced,0.0254175990819931
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.0136575996875762
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.0160447999835014
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.0253951996564865
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.0134816005825996
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.015744000673294
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.0247871994972229
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.030608001351356495
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,320,7168,8,256,4,balanced,0.0136575996875762
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,320,7168,8,256,4,balanced,0.024086399376392304
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,320,7168,8,256,4,balanced,0.0287680000066757
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.0130720004439353
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.0175935998558998
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.028707200288772498
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.0133024007081985
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.0192351996898651
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.0285055994987487
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.0348863989114761
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,384,7168,8,256,4,balanced,0.0138272002339363
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,384,7168,8,256,4,balanced,0.026860800385475104
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,384,7168,8,256,4,balanced,0.0322528004646301
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.0142816007137298
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.0189567998051643
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.0321631997823715
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.012720000743865902
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.018521599471569
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.0324032008647918
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.0398463994264602
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,512,7168,8,256,4,balanced,0.0145472005009651
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,512,7168,8,256,4,balanced,0.032134398818016
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,512,7168,8,256,4,balanced,0.0400671988725662
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.014640000462532
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.0209408000111579
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.040131199359893795
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.01353600025177
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.0207072004675865
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.0397792011499404
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.0453087985515594
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,768,7168,8,256,4,balanced,0.0146816000342369
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,768,7168,8,256,4,balanced,0.0427008002996444
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,768,7168,8,256,4,balanced,0.0543168008327484
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.0154944002628326
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.0269663989543914
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.05494400262832639
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.0146911993622779
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.0265695989131927
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.0544767975807189
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.0657375991344451
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_prepare,NVLinkTwoSided,bfloat16,1024,7168,8,256,4,balanced,0.015503999590873698
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_dispatch,NVLinkTwoSided,bfloat16,1024,7168,8,256,4,balanced,0.0551904022693634
TRTLLM,1.2.0rc6,NVIDIA VR200,alltoall_combine,NVLinkTwoSided,bfloat16,1024,7168,8,256,4,balanced,0.0698400020599365
