framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8192,32,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,12288,fp8,0.020221405631156406
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,16384,fp8,0.026208164873919415
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,8192,fp8,0.014566401358654238
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,10240,fp8,0.017514181148744125
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,7168,fp8,0.013407751360633364
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,6144,fp8,0.011599018808735147
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,4096,fp8,0.008937430127951961
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,5120,fp8,0.010292524167341718
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,3072,fp8,0.007694693878094145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,3584,fp8,0.007970282351563777
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,2048,fp8,0.005775938463398869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,2560,fp8,0.006896559910195755
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,1024,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,1536,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,512,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,768,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,256,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,128,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,64,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,32,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,16384,fp8,0.014566401358654238
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,12288,fp8,0.011599018808735147
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,10240,fp8,0.010292524167341718
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8192,65536,fp8,0.38088729523975623
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,8192,fp8,0.008937430127951961
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,7168,fp8,0.007970282351563777
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,5120,fp8,0.006896559910195755
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,6144,fp8,0.007694693878094145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4096,65536,fp8,0.19288138775876684
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,4096,fp8,0.005775938463398869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,3584,fp8,0.005712272593345927
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,3072,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,2560,fp8,0.0050484765350509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,2048,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,1536,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,512,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,768,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,1024,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,128,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,64,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,256,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,32,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,16384,fp8,0.008937430127951961
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,12288,fp8,0.007694693878094145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,10240,fp8,0.006896559910195755
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,8192,fp8,0.005775938463398869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,7168,fp8,0.005712272593345927
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,6144,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,4096,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,3584,fp8,0.00417773013624423
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,3072,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,2560,fp8,0.003810286634745849
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,2048,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,1536,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,1024,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,768,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,512,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,256,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,128,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2048,65536,fp8,0.09862772398523303
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,5120,fp8,0.0050484765350509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,64,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,32,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,12288,fp8,0.006316383454100873
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,10240,fp8,0.005666277635029587
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,16384,fp8,0.007694693878094145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,8192,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,7168,fp8,0.004749978871293009
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,6144,fp8,0.004796373632534962
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,5120,fp8,0.0043239421041909795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,4096,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,3584,fp8,0.003555306030066617
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1024,65536,fp8,0.026208164873919415
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,3072,fp8,0.003782960320255772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,2560,fp8,0.003540320922338293
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,2048,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,1536,fp8,0.0035976691581983264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,768,fp8,0.0029946435209654222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,1024,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,512,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,256,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,128,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,64,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,32,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,12288,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,16384,fp8,0.005775938463398869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,8192,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,10240,fp8,0.0050484765350509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,7168,fp8,0.00417773013624423
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,6144,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,768,65536,fp8,0.020221405631156406
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,5120,fp8,0.003810286634745849
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,4096,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,3584,fp8,0.003510547409953975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,3072,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,2560,fp8,0.0034332894692318174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,2048,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,1536,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,1024,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,768,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,512,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,256,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,128,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,64,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,32,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,12288,fp8,0.004796373632534962
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,16384,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,10240,fp8,0.0043239421041909795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,8192,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,512,65536,fp8,0.014566401358654238
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,7168,fp8,0.003555306030066617
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,5120,fp8,0.003540320922338293
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,6144,fp8,0.003782960320255772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,4096,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,3584,fp8,0.003453611538996308
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,3072,fp8,0.0035976691581983264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,2560,fp8,0.0029960135121686895
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,2048,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,1536,fp8,0.0029946435209654222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,1024,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,768,fp8,0.0027007513223414287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,512,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,256,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,128,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,64,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,32,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,16384,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,384,65536,fp8,0.011599018808735147
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,12288,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,10240,fp8,0.003810286634745849
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,8192,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,7168,fp8,0.003510547409953975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,6144,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,5120,fp8,0.0034332894692318174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,4096,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,3584,fp8,0.0029933307371767773
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,3072,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,2560,fp8,0.002977567083116937
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,2048,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,1536,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,1024,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,768,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,512,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,256,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,128,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,64,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,32,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,16384,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,12288,fp8,0.003782960320255772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,256,65536,fp8,0.008937430127951961
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,10240,fp8,0.003540320922338293
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,8192,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,7168,fp8,0.003453611538996308
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,6144,fp8,0.0035976691581983264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,5120,fp8,0.0029960135121686895
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,4096,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,3584,fp8,0.0030150733764114103
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,3072,fp8,0.0029946435209654222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,2560,fp8,0.0026230847627009483
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,2048,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,1536,fp8,0.0027007513223414287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,1024,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,768,fp8,0.002636706016145783
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,512,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,256,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,128,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,64,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,32,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,16384,fp8,0.003810286634745849
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,192,65536,fp8,0.007694693878094145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,12288,fp8,0.003540320922338293
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,10240,fp8,0.003399019795296339
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,8192,fp8,0.0034332894692318174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,7168,fp8,0.0037126645808141763
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,5120,fp8,0.0029885969671639492
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,6144,fp8,0.0029960135121686895
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,4096,fp8,0.002977567083116937
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,3584,fp8,0.002987878361666975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,3072,fp8,0.0026230847627009483
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,2560,fp8,0.0029839924086392505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,2048,fp8,0.0027854275341897394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,1536,fp8,0.002572146334384562
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,1024,fp8,0.002608430240723336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,768,fp8,0.002582920055923079
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,512,fp8,0.0026019969470912306
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,256,fp8,0.002638012989076309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,128,fp8,0.0025640583003140806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,64,fp8,0.0025496532824443078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,32,fp8,0.0025889953066201422
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,160,65536,fp8,0.006896559910195755
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,16384,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,12288,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,10240,fp8,0.0034332894692318174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,8192,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,7168,fp8,0.0029933307371767773
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,6144,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,5120,fp8,0.002977567083116937
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,4096,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,3584,fp8,0.002582935542222005
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,3072,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,2560,fp8,0.0027854275341897394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,2048,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,1536,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,1024,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,768,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,512,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,256,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,128,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,64,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,32,fp8,0.0025923300959175884
